dataset,id,rel_kind,n,n_bound,pct_bound
data_source_3,OnlineTutoringSystem,directed,2,2,100.0
data_source_3,OnlineTutoringSystem,inheritance,4,4,100.0
data_source_3,OnlineTutoringSystem,composition,6,4,66.67
data_source_3,OnlineTutoringSystem,aggregation,0,0,0.0
data_source_3,OnlineTutoringSystem,dependency,0,0,0.0
data_source_3,OnlineTutoringSystem,association_class,0,0,0.0
data_source_3,PizzaDeliveryWithEntertainment,association,7,7,100.0
data_source_3,PizzaDeliveryWithEntertainment,directed,0,0,0.0
data_source_3,PizzaDeliveryWithEntertainment,inheritance,4,4,100.0
data_source_3,PizzaDeliveryWithEntertainment,composition,0,0,0.0
data_source_3,PizzaDeliveryWithEntertainment,aggregation,0,0,0.0
data_source_3,PizzaDeliveryWithEntertainment,dependency,0,0,0.0
data_source_3,PizzaDeliveryWithEntertainment,association_class,1,0,0.0
data_source_3,ProjectManagement,association,6,5,83.33
data_source_3,ProjectManagement,directed,0,0,0.0
data_source_3,ProjectManagement,inheritance,0,0,0.0
data_source_3,ProjectManagement,composition,0,0,0.0
data_source_3,ProjectManagement,aggregation,0,0,0.0
data_source_3,ProjectManagement,dependency,0,0,0.0
data_source_3,ProjectManagement,association_class,2,2,100.0
data_source_3,School,association,5,4,80.0
data_source_3,School,directed,0,0,0.0
data_source_3,School,inheritance,4,2,50.0
data_source_3,School,composition,0,0,0.0
data_source_3,School,aggregation,0,0,0.0
data_source_3,School,dependency,0,0,0.0
data_source_3,School,association_class,0,0,0.0
data_source_3,SellingGoods,association,9,9,100.0
data_source_3,SellingGoods,directed,0,0,0.0
data_source_3,SellingGoods,inheritance,0,0,0.0
data_source_3,SellingGoods,composition,0,0,0.0
data_source_3,SellingGoods,aggregation,0,0,0.0
data_source_3,SellingGoods,dependency,0,0,0.0
data_source_3,SellingGoods,association_class,0,0,0.0
data_source_3,Sightseeing,association,4,4,100.0
data_source_3,Sightseeing,directed,0,0,0.0
data_source_3,Sightseeing,inheritance,2,0,0.0
data_source_3,Sightseeing,composition,0,0,0.0
data_source_3,Sightseeing,aggregation,0,0,0.0
data_source_3,Sightseeing,dependency,0,0,0.0
data_source_3,Sightseeing,association_class,1,1,100.0
data_source_3,SmartHomeAutomationSystem,association,10,8,80.0
data_source_3,SmartHomeAutomationSystem,directed,0,0,0.0
data_source_3,SmartHomeAutomationSystem,inheritance,7,5,71.43
data_source_3,SmartHomeAutomationSystem,composition,10,8,80.0
data_source_3,SmartHomeAutomationSystem,aggregation,0,0,0.0
data_source_3,SmartHomeAutomationSystem,dependency,0,0,0.0
data_source_3,SmartHomeAutomationSystem,association_class,0,0,0.0
data_source_3,Sober,association,5,4,80.0
data_source_3,Sober,directed,0,0,0.0
data_source_3,Sober,inheritance,4,4,100.0
data_source_3,Sober,composition,0,0,0.0
data_source_3,Sober,aggregation,0,0,0.0
data_source_3,Sober,dependency,0,0,0.0
data_source_3,Sober,association_class,0,0,0.0
data_source_3,StudentAppointment,association,4,4,100.0
data_source_3,StudentAppointment,directed,0,0,0.0
data_source_3,StudentAppointment,inheritance,0,0,0.0
data_source_3,StudentAppointment,composition,0,0,0.0
data_source_3,StudentAppointment,aggregation,0,0,0.0
data_source_3,StudentAppointment,dependency,0,0,0.0
data_source_3,StudentAppointment,association_class,2,2,100.0
data_source_3,TeamSportsScoutingSystem,association,4,4,100.0
data_source_3,TeamSportsScoutingSystem,directed,0,0,0.0
data_source_3,TeamSportsScoutingSystem,inheritance,4,0,0.0
data_source_3,TeamSportsScoutingSystem,composition,9,8,88.89
data_source_3,TeamSportsScoutingSystem,aggregation,0,0,0.0
data_source_3,TeamSportsScoutingSystem,dependency,0,0,0.0
data_source_3,TeamSportsScoutingSystem,association_class,0,0,0.0
data_source_3,TileOGame,association,2,1,50.0
data_source_3,TileOGame,directed,5,5,100.0
data_source_3,TileOGame,inheritance,8,8,100.0
data_source_3,TileOGame,composition,6,4,66.67
data_source_3,TileOGame,aggregation,0,0,0.0
data_source_3,TileOGame,dependency,0,0,0.0
data_source_3,TileOGame,association_class,0,0,0.0
data_source_3,TransportCompany,association,9,9,100.0
data_source_3,TransportCompany,directed,0,0,0.0
data_source_3,TransportCompany,inheritance,4,4,100.0
data_source_3,TransportCompany,composition,0,0,0.0
data_source_3,TransportCompany,aggregation,0,0,0.0
data_source_3,TransportCompany,dependency,0,0,0.0
data_source_3,TransportCompany,association_class,1,0,0.0
data_source_3,TreatmentPlans,association,17,11,64.71
data_source_3,TreatmentPlans,directed,0,0,0.0
data_source_3,TreatmentPlans,inheritance,0,0,0.0
data_source_3,TreatmentPlans,composition,0,0,0.0
data_source_3,TreatmentPlans,aggregation,0,0,0.0
data_source_3,TreatmentPlans,dependency,0,0,0.0
data_source_3,TreatmentPlans,association_class,1,1,100.0
data_source_3,TruckLogistics,association,0,0,0.0
data_source_3,TruckLogistics,directed,6,3,50.0
data_source_3,TruckLogistics,inheritance,3,2,66.67
data_source_3,TruckLogistics,composition,1,1,100.0
data_source_3,TruckLogistics,aggregation,0,0,0.0
data_source_3,TruckLogistics,dependency,0,0,0.0
data_source_3,TruckLogistics,association_class,0,0,0.0
data_source_3,University,association,4,2,50.0
data_source_3,University,directed,0,0,0.0
data_source_3,University,inheritance,3,1,33.33
data_source_3,University,composition,0,0,0.0
data_source_3,University,aggregation,1,1,100.0
data_source_3,University,dependency,0,0,0.0
data_source_3,University,association_class,1,0,0.0
data_source_3,eHome2020,association,0,0,0.0
data_source_3,eHome2020,directed,7,4,57.14
data_source_3,eHome2020,inheritance,2,2,100.0
data_source_3,eHome2020,composition,1,1,100.0
data_source_3,eHome2020,aggregation,0,0,0.0
data_source_3,eHome2020,dependency,0,0,0.0
data_source_3,eHome2020,association_class,0,0,0.0
